station;x;y;element;value;anomaly;anom_type
BM-0095;299519;7976083;Sr (ppm);1.8970770032094204;1.8403335173102888;2
BM-0099;297592;7971938;Sr (ppm);2.1693804953119495;1.8403335173102888;2
BM-0100A;299294;7973356;Sr (ppm);1.9420080530223132;1.8403335173102888;2
BM-0105;299276;7970051;Sr (ppm);1.8785217955012066;1.8403335173102888;2
MR-0137;292331;7966057;Sr (ppm);2.256236533205923;1.8403335173102888;2
MR-0142;322906;7956962;Sr (ppm);1.8808135922807914;1.8403335173102888;2
SM-0076;335692;7960900;Sr (ppm);2.0461047872460387;1.8403335173102888;2
SM-0079;340598;7961090;Sr (ppm);2.041787318971752;1.8403335173102888;2
SM-0080A;337500;7955475;Sr (ppm);1.9916690073799486;1.8403335173102888;2
SM-0081;341500;7954550;Sr (ppm);1.927883410330707;1.8403335173102888;2
SM-0082;338210;7956718;Sr (ppm);1.8750612633917;1.8403335173102888;2
SM-0083;339758;7955762;Sr (ppm);2.209783014848515;1.8403335173102888;2
SM-0091;324828;7957056;Sr (ppm);1.9079485216122722;1.8403335173102888;2
SM-0092;326185;7954418;Sr (ppm);1.9030899869919435;1.8403335173102888;2
AC-0052;310238;7898780;Sr (ppm);2.1806992012960347;1.8403335173102888;2
AC-0053;309060;7900408;Sr (ppm);2.707314633588708;2.576863313664621;1
AC-0054;308226;7898727;Sr (ppm);2.214578953570499;1.8403335173102888;2
BM-0180A;327316;7953453;Sr (ppm);2.1231980750319988;1.8403335173102888;2
BM-0182;320114;7953155;Sr (ppm);1.944975908412048;1.8403335173102888;2
SM-0174;312050;7949144;Sr (ppm);2.0499928569201424;1.8403335173102888;2
SQ-0018;339477;7948268;Sr (ppm);2.2893659515200318;1.8403335173102888;2
SQ-0019;336867;7948790;Sr (ppm);1.958085848521085;1.8403335173102888;2
SQ-0020A;339604;7952821;Sr (ppm);2.549371152333177;1.8403335173102888;2
SQ-0021;337232;7952778;Sr (ppm);2.638589083292717;2.576863313664621;1
SQ-0024;335287;7949753;Sr (ppm);2.4138025167693513;1.8403335173102888;2
SQ-0025;335059;7948312;Sr (ppm);1.9813655090785445;1.8403335173102888;2
SQ-0030A;332271;7947548;Sr (ppm);2.3224260524059526;1.8403335173102888;2
BM-0132;249709;7955769;Th (ppm);2.030599721965951;1.8499105437233645;1
SM-0107;251216;7962685;Th (ppm);1.5327543789924978;1.439647160704287;2
AC0010A;248844;7929813;Th (ppm);1.813580988568192;1.439647160704287;2
AC0011;253225;7928084;Th (ppm);1.9637878273455553;1.8499105437233645;1
BM0001;247562;7922482;Th (ppm);1.515873843711679;1.439647160704287;2
BM0003;252802;7919756;Th (ppm);1.8438554226231612;1.439647160704287;2
BM0004;254903;7918476;Th (ppm);2.0394141191761372;1.8499105437233645;1
BM0006;245337;7918255;Th (ppm);1.6424645202421213;1.439647160704287;2
BM0007;241739;7921617;Th (ppm);2.081707270097349;1.8499105437233645;1
BM0008;249198;7913054;Th (ppm);1.4683473304121573;1.439647160704287;2
BM0021;261042;7914599;Th (ppm);2.0565237240791006;1.8499105437233645;1
BM0022;262671;7917352;Th (ppm);1.4409090820652177;1.439647160704287;2
BM0027;254885;7925029;Th (ppm);1.4712917110589385;1.439647160704287;2
BM0030A;243046;7927051;Th (ppm);2.016615547557177;1.8499105437233645;1
BM0031;243702;7927471;Th (ppm);1.5658478186735176;1.439647160704287;2
BM0032;242429;7931225;Th (ppm);1.7505083948513462;1.439647160704287;2
BM0034;238520;7933787;Th (ppm);1.6138418218760693;1.439647160704287;2
BM0035;239153;7934874;Th (ppm);1.6665179805548809;1.439647160704287;2
BM0036;238192;7935610;Th (ppm);1.469822015978163;1.439647160704287;2
BM0037;239315;7939839;Th (ppm);1.6839471307515121;1.439647160704287;2
BM0040A;240572;7939356;Th (ppm);1.951823035315912;1.8499105437233645;1
BM0041;239517;7938890;Th (ppm);1.7951845896824241;1.439647160704287;2
BM0043;239721;7941627;Th (ppm);1.8721562727482928;1.8499105437233645;1
BM0044;239969;7942981;Th (ppm);1.4871383754771865;1.439647160704287;2
BM0046;237579;7945520;Th (ppm);2.0718820073061255;1.8499105437233645;1
BM0047;238999;7945316;Th (ppm);1.7781512503836436;1.439647160704287;2
BM0048;239031;7942886;Th (ppm);1.513217600067939;1.439647160704287;2
BM0049;238279;7946291;Th (ppm);1.8027737252919755;1.439647160704287;2
BM0050A;236447;7950407;Th (ppm);1.665580991017953;1.439647160704287;2
BM0052;240311;7950776;Th (ppm);1.7824726241662863;1.439647160704287;2
ED0060A;254483;7927400;Th (ppm);1.8836614351536176;1.8499105437233645;1
ED0061;258793;7926928;Th (ppm);1.5820633629117087;1.439647160704287;2
MR0008;264082;7905798;Th (ppm);1.534026106056135;1.439647160704287;2
MR0011;264649;7902055;Th (ppm);1.6857417386022637;1.439647160704287;2
MR0014;268046;7901229;Th (ppm);1.8041394323353503;1.439647160704287;2
MR0040A;247651;7951307;Th (ppm);1.7041505168397992;1.439647160704287;2
MR0041;247043;7950770;Th (ppm);1.4533183400470377;1.439647160704287;2
MR0042;247572;7950115;Th (ppm);1.6599162000698502;1.439647160704287;2
MR0047;253133;7945106;Th (ppm);1.5954962218255742;1.439647160704287;2
MR0048;247351;7945523;Th (ppm);1.765668554759014;1.439647160704287;2
MR0050A;253764;7941990;Th (ppm);1.5514499979728753;1.439647160704287;2
AC-0053;309060;7900408;Th (ppm);1.503790683057181;1.439647160704287;2
MR-0210A;305888;7907352;Th (ppm);1.4969296480732148;1.439647160704287;2
BM-0132;249709;7955769;U (ppm);0.9169800473203822;0.6287832037534928;2
LG-0001;269290;7974934;U (ppm);0.6777807052660807;0.6287832037534928;2
SM-0107;251216;7962685;U (ppm);1.0013009330204181;0.9697646775767597;1
AC0010A;248844;7929813;U (ppm);0.887054378050957;0.6287832037534928;2
AC0011;253225;7928084;U (ppm);0.8674674878590515;0.6287832037534928;2
BM0003;252802;7919756;U (ppm);0.7678976160180907;0.6287832037534928;2
BM0004;254903;7918476;U (ppm);0.9995654882259823;0.9697646775767597;1
BM0007;241739;7921617;U (ppm);0.9116901587538612;0.6287832037534928;2
BM0021;261042;7914599;U (ppm);1.0569048513364727;0.9697646775767597;1
BM0030A;243046;7927051;U (ppm);1.0799044676667207;0.9697646775767597;1
BM0032;242429;7931225;U (ppm);0.7395723444500919;0.6287832037534928;2
BM0033;241321;7933076;U (ppm);0.6334684555795865;0.6287832037534928;2
BM0035;239153;7934874;U (ppm);0.6803355134145632;0.6287832037534928;2
BM0040A;240572;7939356;U (ppm);0.9138138523837167;0.6287832037534928;2
BM0043;239721;7941627;U (ppm);0.7283537820212285;0.6287832037534928;2
BM0046;237579;7945520;U (ppm);0.9735896234272569;0.9697646775767597;1
BM0047;238999;7945316;U (ppm);0.6954816764901974;0.6287832037534928;2
BM0049;238279;7946291;U (ppm);0.7730546933642626;0.6287832037534928;2
BM0052;240311;7950776;U (ppm);0.6618126855372612;0.6287832037534928;2
ED0060A;254483;7927400;U (ppm);0.8893017025063104;0.6287832037534928;2
ED0061;258793;7926928;U (ppm);0.7024305364455253;0.6287832037534928;2
MR0014;268046;7901229;U (ppm);0.8088858673598122;0.6287832037534928;2
MR0040A;247651;7951307;U (ppm);0.6637009253896482;0.6287832037534928;2
MR0042;247572;7950115;U (ppm);0.6884198220027106;0.6287832037534928;2
AC-0052;310238;7898780;U (ppm);0.7803173121401513;0.6287832037534928;2
AC-0054;308226;7898727;U (ppm);0.6522463410033232;0.6287832037534928;2
MR-0221;310136;7939132;U (ppm);0.6575773191777937;0.6287832037534928;2
SM-0107;251216;7962685;V (ppm);2.747411807886423;2.401537152271409;2
BM0028;236767;7925246;V (ppm);2.444044795918076;2.401537152271409;2
ED0059;259665;7935335;V (ppm);2.4983105537896004;2.401537152271409;2
MR-0210A;305888;7907352;V (ppm);2.437750562820388;2.401537152271409;2
BM-0146;248521;7962214;Y (ppm);1.639486489268586;1.5791470961769165;2
SM-0107;251216;7962685;Y (ppm);1.7084209001347128;1.5791470961769165;2
BM0004;254903;7918476;Y (ppm);1.5859117103194342;1.5791470961769165;2
BM0016;252174;7901917;Y (ppm);1.7626785637274363;1.5791470961769165;2
BM0018;238864;7903218;Y (ppm);1.708845638048179;1.5791470961769165;2
BM0021;261042;7914599;Y (ppm);1.7107095657243372;1.5791470961769165;2
BM0028;236767;7925246;Y (ppm);1.6220066730068048;1.5791470961769165;2
SM-0080A;337500;7955475;Zn (ppm);2.1760912590556813;2.0833346318312373;2
SM-0083;339758;7955762;Zn (ppm);2.187520720836463;2.0833346318312373;2
SM-0102;305061;7956911;Zn (ppm);2.123851640967086;2.0833346318312373;2
MR-0207;308152;7915221;Zn (ppm);2.2405492482825995;2.0833346318312373;2
MR-0208;305455;7913164;Zn (ppm);2.2329961103921536;2.0833346318312373;2
MR-0209;304352;7911327;Zn (ppm);2.287801729930226;2.0833346318312373;2
EC-0121;268495;7959156;Zr (ppm);1.8603380065709938;1.7990414916170494;2
SM-0076;335692;7960900;Zr (ppm);1.8992731873176039;1.7990414916170494;2
SM-0079;340598;7961090;Zr (ppm);1.9041743682841634;1.7990414916170494;2
SM-0081;341500;7954550;Zr (ppm);1.9556877503135057;1.7990414916170494;2
SM-0082;338210;7956718;Zr (ppm);1.8122446968003694;1.7990414916170494;2
SM-0083;339758;7955762;Zr (ppm);1.9057958803678685;1.7990414916170494;2
SM-0091;324828;7957056;Zr (ppm);1.801403710017355;1.7990414916170494;2
LG-0028;317479;7901094;Zr (ppm);1.893206753059848;1.7990414916170494;2
MR-0211;305520;7915678;Zr (ppm);1.8488047010518038;1.7990414916170494;2
SQ-0038;290289;7939846;Zr (ppm);2.0453229787866576;1.7990414916170494;2
